ABUNDANCE,BIOMAS,valid_name,SAMPLE_DESC,LATITUDE,LONGITUDE,DAY,MONTH,YEAR
11,,"Balaenoptera musculus",-64.5_73.5_1935,-64.500000,73.500000,,,1935
11,,"Balaenoptera musculus",-65.5_72.5_1935,-65.500000,72.500000,,,1935
11,,"Balaenoptera musculus",-62.5_74.5_1935,-62.500000,74.500000,,,1935
11,,"Balaenoptera musculus",-59.5_89.5_1935,-59.500000,89.500000,,,1935
11,,"Balaenoptera musculus",-62.5_79.5_1935,-62.500000,79.500000,,,1935
11,,"Balaenoptera musculus",-63.5_76.5_1935,-63.500000,76.500000,,,1935
11,,"Balaenoptera musculus",-64.5_83.5_1936,-64.500000,83.500000,,,1936
11,,"Balaenoptera musculus",-64.5_80.5_1936,-64.500000,80.500000,,,1936
11,,"Balaenoptera musculus",-58.5_86.5_1936,-58.500000,86.500000,,,1936
11,,"Balaenoptera musculus",-59.5_90.5_1936,-59.500000,90.500000,,,1936
11,,"Balaenoptera musculus",-64.5_86.5_1937,-64.500000,86.500000,,,1937
11,,"Balaenoptera musculus",-63.5_81.5_1937,-63.500000,81.500000,,,1937
11,,"Balaenoptera musculus",-63.5_86.5_1937,-63.500000,86.500000,,,1937
11,,"Balaenoptera musculus",-63.5_74.5_1937,-63.500000,74.500000,,,1937
11,,"Balaenoptera musculus",-58.5_85.5_1937,-58.500000,85.500000,,,1937
11,,"Balaenoptera musculus",-62.5_75.5_1937,-62.500000,75.500000,,,1937
11,,"Balaenoptera musculus",-63.5_89.5_1938,-63.500000,89.500000,,,1938
11,,"Balaenoptera musculus",-60.5_77.5_1938,-60.500000,77.500000,,,1938
11,,"Balaenoptera musculus",-62.5_60.5_1938,-62.500000,60.500000,,,1938
11,,"Balaenoptera musculus",-62.5_98.5_1938,-62.500000,98.500000,,,1938
11,,"Balaenoptera musculus",-59.5_96.5_1939,-59.500000,96.500000,,,1939
11,,"Balaenoptera musculus",-60.5_92.5_1939,-60.500000,92.500000,,,1939
12,,"Balaenoptera musculus",-62.5_74.5_1934,-62.500000,74.500000,,,1934
12,,"Balaenoptera musculus",-62.5_87.5_1934,-62.500000,87.500000,,,1934
12,,"Balaenoptera musculus",-62.5_90.5_1934,-62.500000,90.500000,,,1934
12,,"Balaenoptera musculus",-60.5_70.5_1935,-60.500000,70.500000,,,1935
12,,"Balaenoptera musculus",-60.5_88.5_1935,-60.500000,88.500000,,,1935
12,,"Balaenoptera musculus",-59.5_56.5_1935,-59.500000,56.500000,,,1935
12,,"Balaenoptera musculus",-63.5_92.5_1936,-63.500000,92.500000,,,1936
12,,"Balaenoptera musculus",-63.5_84.5_1936,-63.500000,84.500000,,,1936
12,,"Balaenoptera musculus",-64.5_81.5_1937,-64.500000,81.500000,,,1937
12,,"Balaenoptera musculus",-62.5_74.5_1937,-62.500000,74.500000,,,1937
12,,"Balaenoptera musculus",-60.5_80.5_1939,-60.500000,80.500000,,,1939
12,,"Balaenoptera musculus",-59.5_86.5_1939,-59.500000,86.500000,,,1939
12,,"Balaenoptera musculus",-63.5_105.5_1939,-63.500000,105.500000,,,1939
12,,"Balaenoptera musculus",-62.5_92.5_1939,-62.500000,92.500000,,,1939
12,,"Balaenoptera musculus",-60.5_86.5_1947,-60.500000,86.500000,,,1947
12,,"Balaenoptera musculus",-60.5_92.5_1947,-60.500000,92.500000,,,1947
12,,"Balaenoptera musculus",-61.5_97.5_1948,-61.500000,97.500000,,,1948
12,,"Balaenoptera musculus",-61.5_96.5_1949,-61.500000,96.500000,,,1949
12,,"Balaenoptera musculus",-62.5_76.5_1950,-62.500000,76.500000,,,1950
11,,"Balaenoptera musculus",-61.5_96.5_1947,-61.500000,96.500000,,,1947
11,,"Balaenoptera musculus",-61.5_94.5_1947,-61.500000,94.500000,,,1947
11,,"Balaenoptera musculus",-62.5_98.5_1947,-62.500000,98.500000,,,1947
11,,"Balaenoptera musculus",-62.5_72.5_1948,-62.500000,72.500000,,,1948
11,,"Balaenoptera musculus",-61.5_103.5_1949,-61.500000,103.500000,,,1949
11,,"Balaenoptera musculus",-63.5_102.5_1949,-63.500000,102.500000,,,1949
11,,"Balaenoptera musculus",-60.5_105.5_1949,-60.500000,105.500000,,,1949
11,,"Balaenoptera musculus",-63.5_54.5_1949,-63.500000,54.500000,,,1949
11,,"Balaenoptera musculus",-59.5_89.5_1950,-59.500000,89.500000,,,1950
11,,"Balaenoptera musculus",-59.5_87.5_1950,-59.500000,87.500000,,,1950
11,,"Balaenoptera musculus",-60.5_90.5_1950,-60.500000,90.500000,,,1950
11,,"Balaenoptera musculus",-63.5_104.5_1950,-63.500000,104.500000,,,1950
11,,"Balaenoptera musculus",-61.5_100.5_1951,-61.500000,100.500000,,,1951
11,,"Balaenoptera musculus",-62.5_62.5_1951,-62.500000,62.500000,,,1951
11,,"Balaenoptera musculus",-63.5_89.5_1951,-63.500000,89.500000,,,1951
11,,"Balaenoptera musculus",-62.5_98.5_1951,-62.500000,98.500000,,,1951
11,,"Balaenoptera musculus",-63.5_63.5_1951,-63.500000,63.500000,,,1951
11,,"Balaenoptera musculus",-61.5_99.5_1951,-61.500000,99.500000,,,1951
11,,"Balaenoptera musculus",-62.5_86.5_1952,-62.500000,86.500000,,,1952
11,,"Balaenoptera musculus",-63.5_80.5_1952,-63.500000,80.500000,,,1952
11,,"Balaenoptera musculus",-60.5_81.5_1952,-60.500000,81.500000,,,1952
11,,"Balaenoptera musculus",-62.5_78.5_1953,-62.500000,78.500000,,,1953
11,,"Balaenoptera musculus",-63.5_67.5_1953,-63.500000,67.500000,,,1953
11,,"Balaenoptera musculus",-62.5_93.5_1954,-62.500000,93.500000,,,1954
11,,"Balaenoptera musculus",-62.5_84.5_1958,-62.500000,84.500000,,,1958
11,,"Balaenoptera musculus",-57.5_84.5_1960,-57.500000,84.500000,,,1960
12,,"Balaenoptera musculus",-60.5_89.5_1933,-60.500000,89.500000,,,1933
12,,"Balaenoptera musculus",-59.5_58.5_1933,-59.500000,58.500000,,,1933
12,,"Balaenoptera musculus",-61.5_70.5_1934,-61.500000,70.500000,,,1934
12,,"Balaenoptera musculus",-62.5_85.5_1934,-62.500000,85.500000,,,1934
12,,"Balaenoptera musculus",-59.5_90.5_1950,-59.500000,90.500000,,,1950
12,,"Balaenoptera musculus",-62.5_86.5_1950,-62.500000,86.500000,,,1950
12,,"Balaenoptera musculus",-63.5_80.5_1951,-63.500000,80.500000,,,1951
12,,"Balaenoptera musculus",-62.5_54.5_1951,-62.500000,54.500000,,,1951
12,,"Balaenoptera musculus",-63.5_54.5_1952,-63.500000,54.500000,,,1952
12,,"Balaenoptera musculus",-63.5_102.5_1952,-63.500000,102.500000,,,1952
12,,"Balaenoptera musculus",-63.5_85.5_1953,-63.500000,85.500000,,,1953
12,,"Balaenoptera musculus",-61.5_65.5_1953,-61.500000,65.500000,,,1953
12,,"Balaenoptera musculus",-62.5_103.5_1956,-62.500000,103.500000,,,1956
12,,"Balaenoptera musculus",-62.5_100.5_1956,-62.500000,100.500000,,,1956
12,,"Balaenoptera musculus",-64.5_85.5_1956,-64.500000,85.500000,,,1956
12,,"Balaenoptera musculus",-64.5_70.5_1958,-64.500000,70.500000,,,1958
12,,"Balaenoptera musculus",-63.5_80.5_1958,-63.500000,80.500000,,,1958
13,,"Balaenoptera musculus",-61.5_80.5_1933,-61.500000,80.500000,,,1933
13,,"Balaenoptera musculus",-60.5_66.5_1933,-60.500000,66.500000,,,1933
13,,"Balaenoptera musculus",-62.5_102.5_1934,-62.500000,102.500000,,,1934
13,,"Balaenoptera musculus",-62.5_82.5_1934,-62.500000,82.500000,,,1934
13,,"Balaenoptera musculus",-58.5_100.5_1934,-58.500000,100.500000,,,1934
13,,"Balaenoptera musculus",-61.5_88.5_1934,-61.500000,88.500000,,,1934
13,,"Balaenoptera musculus",-62.5_83.5_1934,-62.500000,83.500000,,,1934
13,,"Balaenoptera musculus",-59.5_102.5_1934,-59.500000,102.500000,,,1934
13,,"Balaenoptera musculus",-62.5_91.5_1934,-62.500000,91.500000,,,1934
13,,"Balaenoptera musculus",-58.5_82.5_1935,-58.500000,82.500000,,,1935
13,,"Balaenoptera musculus",-61.5_73.5_1935,-61.500000,73.500000,,,1935
13,,"Balaenoptera musculus",-57.5_89.5_1936,-57.500000,89.500000,,,1936
13,,"Balaenoptera musculus",-63.5_83.5_1937,-63.500000,83.500000,,,1937
13,,"Balaenoptera musculus",-64.5_80.5_1937,-64.500000,80.500000,,,1937
13,,"Balaenoptera musculus",-63.5_88.5_1937,-63.500000,88.500000,,,1937
13,,"Balaenoptera musculus",-60.5_70.5_1937,-60.500000,70.500000,,,1937
13,,"Balaenoptera musculus",-58.5_99.5_1937,-58.500000,99.500000,,,1937
13,,"Balaenoptera musculus",-57.5_77.5_1938,-57.500000,77.500000,,,1938
13,,"Balaenoptera musculus",-57.5_88.5_1938,-57.500000,88.500000,,,1938
13,,"Balaenoptera musculus",-58.5_100.5_1938,-58.500000,100.500000,,,1938
13,,"Balaenoptera musculus",-61.5_76.5_1938,-61.500000,76.500000,,,1938
13,,"Balaenoptera musculus",-58.5_94.5_1938,-58.500000,94.500000,,,1938
13,,"Balaenoptera musculus",-59.5_95.5_1939,-59.500000,95.500000,,,1939
13,,"Balaenoptera musculus",-60.5_103.5_1939,-60.500000,103.500000,,,1939
13,,"Balaenoptera musculus",-64.5_79.5_1947,-64.500000,79.500000,,,1947
13,,"Balaenoptera musculus",-63.5_91.5_1947,-63.500000,91.500000,,,1947
13,,"Balaenoptera musculus",-62.5_78.5_1947,-62.500000,78.500000,,,1947
13,,"Balaenoptera musculus",-62.5_77.5_1947,-62.500000,77.500000,,,1947
13,,"Balaenoptera musculus",-62.5_70.5_1948,-62.500000,70.500000,,,1948
13,,"Balaenoptera musculus",-61.5_67.5_1948,-61.500000,67.500000,,,1948
13,,"Balaenoptera musculus",-60.5_90.5_1948,-60.500000,90.500000,,,1948
13,,"Balaenoptera musculus",-58.5_93.5_1949,-58.500000,93.500000,,,1949
13,,"Balaenoptera musculus",-60.5_87.5_1950,-60.500000,87.500000,,,1950
13,,"Balaenoptera musculus",-62.5_91.5_1951,-62.500000,91.500000,,,1951
13,,"Balaenoptera musculus",-61.5_81.5_1951,-61.500000,81.500000,,,1951
13,,"Balaenoptera musculus",-61.5_54.5_1951,-61.500000,54.500000,,,1951
13,,"Balaenoptera musculus",-64.5_75.5_1953,-64.500000,75.500000,,,1953
13,,"Balaenoptera musculus",-63.5_59.5_1954,-63.500000,59.500000,,,1954
13,,"Balaenoptera musculus",-64.5_56.5_1958,-64.500000,56.500000,,,1958
14,,"Balaenoptera musculus",-58.5_56.5_1933,-58.500000,56.500000,,,1933
14,,"Balaenoptera musculus",-63.5_86.5_1934,-63.500000,86.500000,,,1934
14,,"Balaenoptera musculus",-62.5_67.5_1934,-62.500000,67.500000,,,1934
14,,"Balaenoptera musculus",-62.5_56.5_1934,-62.500000,56.500000,,,1934
14,,"Balaenoptera musculus",-58.5_79.5_1935,-58.500000,79.500000,,,1935
14,,"Balaenoptera musculus",-61.5_95.5_1935,-61.500000,95.500000,,,1935
14,,"Balaenoptera musculus",-62.5_91.5_1935,-62.500000,91.500000,,,1935
14,,"Balaenoptera musculus",-60.5_79.5_1935,-60.500000,79.500000,,,1935
14,,"Balaenoptera musculus",-60.5_86.5_1936,-60.500000,86.500000,,,1936
14,,"Balaenoptera musculus",-61.5_88.5_1936,-61.500000,88.500000,,,1936
14,,"Balaenoptera musculus",-61.5_104.5_1937,-61.500000,104.500000,,,1937
14,,"Balaenoptera musculus",-60.5_90.5_1938,-60.500000,90.500000,,,1938
14,,"Balaenoptera musculus",-59.5_100.5_1939,-59.500000,100.500000,,,1939
14,,"Balaenoptera musculus",-63.5_104.5_1939,-63.500000,104.500000,,,1939
14,,"Balaenoptera musculus",-61.5_99.5_1947,-61.500000,99.500000,,,1947
14,,"Balaenoptera musculus",-62.5_95.5_1947,-62.500000,95.500000,,,1947
14,,"Balaenoptera musculus",-57.5_94.5_1947,-57.500000,94.500000,,,1947
14,,"Balaenoptera musculus",-63.5_105.5_1948,-63.500000,105.500000,,,1948
14,,"Balaenoptera musculus",-62.5_77.5_1948,-62.500000,77.500000,,,1948
14,,"Balaenoptera musculus",-59.5_84.5_1949,-59.500000,84.500000,,,1949
14,,"Balaenoptera musculus",-60.5_100.5_1949,-60.500000,100.500000,,,1949
14,,"Balaenoptera musculus",-61.5_94.5_1951,-61.500000,94.500000,,,1951
14,,"Balaenoptera musculus",-62.5_96.5_1952,-62.500000,96.500000,,,1952
14,,"Balaenoptera musculus",-63.5_101.5_1954,-63.500000,101.500000,,,1954
14,,"Balaenoptera musculus",-64.5_75.5_1958,-64.500000,75.500000,,,1958
14,,"Balaenoptera musculus",-64.5_58.5_1958,-64.500000,58.500000,,,1958
15,,"Balaenoptera musculus",-60.5_81.5_1933,-60.500000,81.500000,,,1933
15,,"Balaenoptera musculus",-58.5_55.5_1933,-58.500000,55.500000,,,1933
15,,"Balaenoptera musculus",-57.5_91.5_1934,-57.500000,91.500000,,,1934
15,,"Balaenoptera musculus",-58.5_70.5_1934,-58.500000,70.500000,,,1934
15,,"Balaenoptera musculus",-61.5_63.5_1934,-61.500000,63.500000,,,1934
15,,"Balaenoptera musculus",-59.5_87.5_1935,-59.500000,87.500000,,,1935
15,,"Balaenoptera musculus",-63.5_83.5_1935,-63.500000,83.500000,,,1935
15,,"Balaenoptera musculus",-64.5_61.5_1935,-64.500000,61.500000,,,1935
15,,"Balaenoptera musculus",-57.5_101.5_1935,-57.500000,101.500000,,,1935
15,,"Balaenoptera musculus",-64.5_86.5_1935,-64.500000,86.500000,,,1935
15,,"Balaenoptera musculus",-57.5_82.5_1936,-57.500000,82.500000,,,1936
15,,"Balaenoptera musculus",-62.5_88.5_1936,-62.500000,88.500000,,,1936
15,,"Balaenoptera musculus",-62.5_105.5_1937,-62.500000,105.500000,,,1937
15,,"Balaenoptera musculus",-62.5_101.5_1938,-62.500000,101.500000,,,1938
15,,"Balaenoptera musculus",-60.5_86.5_1938,-60.500000,86.500000,,,1938
15,,"Balaenoptera musculus",-60.5_84.5_1938,-60.500000,84.500000,,,1938
15,,"Balaenoptera musculus",-58.5_102.5_1939,-58.500000,102.500000,,,1939
15,,"Balaenoptera musculus",-63.5_102.5_1947,-63.500000,102.500000,,,1947
15,,"Balaenoptera musculus",-59.5_88.5_1947,-59.500000,88.500000,,,1947
15,,"Balaenoptera musculus",-57.5_85.5_1947,-57.500000,85.500000,,,1947
15,,"Balaenoptera musculus",-60.5_88.5_1948,-60.500000,88.500000,,,1948
15,,"Balaenoptera musculus",-61.5_84.5_1948,-61.500000,84.500000,,,1948
15,,"Balaenoptera musculus",-62.5_85.5_1949,-62.500000,85.500000,,,1949
15,,"Balaenoptera musculus",-63.5_103.5_1949,-63.500000,103.500000,,,1949
15,,"Balaenoptera musculus",-62.5_88.5_1950,-62.500000,88.500000,,,1950
15,,"Balaenoptera musculus",-61.5_98.5_1951,-61.500000,98.500000,,,1951
15,,"Balaenoptera musculus",-61.5_81.5_1952,-61.500000,81.500000,,,1952
15,,"Balaenoptera musculus",-64.5_65.5_1953,-64.500000,65.500000,,,1953
15,,"Balaenoptera musculus",-63.5_86.5_1956,-63.500000,86.500000,,,1956
16,,"Balaenoptera musculus",-60.5_54.5_1933,-60.500000,54.500000,,,1933
16,,"Balaenoptera musculus",-61.5_74.5_1933,-61.500000,74.500000,,,1933
16,,"Balaenoptera musculus",-62.5_76.5_1934,-62.500000,76.500000,,,1934
16,,"Balaenoptera musculus",-61.5_55.5_1934,-61.500000,55.500000,,,1934
16,,"Balaenoptera musculus",-61.5_89.5_1934,-61.500000,89.500000,,,1934
16,,"Balaenoptera musculus",-60.5_77.5_1934,-60.500000,77.500000,,,1934
16,,"Balaenoptera musculus",-60.5_67.5_1934,-60.500000,67.500000,,,1934
16,,"Balaenoptera musculus",-64.5_67.5_1935,-64.500000,67.500000,,,1935
16,,"Balaenoptera musculus",-61.5_72.5_1935,-61.500000,72.500000,,,1935
16,,"Balaenoptera musculus",-64.5_65.5_1935,-64.500000,65.500000,,,1935
16,,"Balaenoptera musculus",-57.5_83.5_1936,-57.500000,83.500000,,,1936
16,,"Balaenoptera musculus",-62.5_85.5_1937,-62.500000,85.500000,,,1937
16,,"Balaenoptera musculus",-63.5_102.5_1937,-63.500000,102.500000,,,1937
16,,"Balaenoptera musculus",-63.5_92.5_1937,-63.500000,92.500000,,,1937
16,,"Balaenoptera musculus",-61.5_74.5_1938,-61.500000,74.500000,,,1938
16,,"Balaenoptera musculus",-58.5_86.5_1938,-58.500000,86.500000,,,1938
16,,"Balaenoptera musculus",-62.5_95.5_1938,-62.500000,95.500000,,,1938
16,,"Balaenoptera musculus",-63.5_100.5_1938,-63.500000,100.500000,,,1938
16,,"Balaenoptera musculus",-61.5_91.5_1938,-61.500000,91.500000,,,1938
16,,"Balaenoptera musculus",-58.5_85.5_1939,-58.500000,85.500000,,,1939
16,,"Balaenoptera musculus",-63.5_77.5_1947,-63.500000,77.500000,,,1947
16,,"Balaenoptera musculus",-63.5_73.5_1947,-63.500000,73.500000,,,1947
16,,"Balaenoptera musculus",-61.5_77.5_1947,-61.500000,77.500000,,,1947
16,,"Balaenoptera musculus",-63.5_71.5_1948,-63.500000,71.500000,,,1948
16,,"Balaenoptera musculus",-59.5_93.5_1949,-59.500000,93.500000,,,1949
16,,"Balaenoptera musculus",-62.5_80.5_1950,-62.500000,80.500000,,,1950
16,,"Balaenoptera musculus",-61.5_89.5_1950,-61.500000,89.500000,,,1950
16,,"Balaenoptera musculus",-63.5_54.5_1951,-63.500000,54.500000,,,1951
16,,"Balaenoptera musculus",-62.5_102.5_1951,-62.500000,102.500000,,,1951
16,,"Balaenoptera musculus",-64.5_88.5_1953,-64.500000,88.500000,,,1953
16,,"Balaenoptera musculus",-62.5_79.5_1953,-62.500000,79.500000,,,1953
16,,"Balaenoptera musculus",-61.5_75.5_1954,-61.500000,75.500000,,,1954
16,,"Balaenoptera musculus",-63.5_78.5_1954,-63.500000,78.500000,,,1954
16,,"Balaenoptera musculus",-62.5_97.5_1955,-62.500000,97.500000,,,1955
16,,"Balaenoptera musculus",-63.5_80.5_1956,-63.500000,80.500000,,,1956
16,,"Balaenoptera musculus",-59.5_78.5_1958,-59.500000,78.500000,,,1958
17,,"Balaenoptera musculus",-59.5_84.5_1933,-59.500000,84.500000,,,1933
17,,"Balaenoptera musculus",-61.5_79.5_1933,-61.500000,79.500000,,,1933
17,,"Balaenoptera musculus",-57.5_64.5_1934,-57.500000,64.500000,,,1934
17,,"Balaenoptera musculus",-58.5_97.5_1934,-58.500000,97.500000,,,1934
17,,"Balaenoptera musculus",-60.5_57.5_1934,-60.500000,57.500000,,,1934
17,,"Balaenoptera musculus",-63.5_82.5_1934,-63.500000,82.500000,,,1934
17,,"Balaenoptera musculus",-62.5_80.5_1934,-62.500000,80.500000,,,1934
17,,"Balaenoptera musculus",-60.5_65.5_1934,-60.500000,65.500000,,,1934
17,,"Balaenoptera musculus",-59.5_75.5_1934,-59.500000,75.500000,,,1934
17,,"Balaenoptera musculus",-58.5_66.5_1934,-58.500000,66.500000,,,1934
17,,"Balaenoptera musculus",-60.5_89.5_1935,-60.500000,89.500000,,,1935
17,,"Balaenoptera musculus",-64.5_76.5_1935,-64.500000,76.500000,,,1935
17,,"Balaenoptera musculus",-57.5_94.5_1935,-57.500000,94.500000,,,1935
17,,"Balaenoptera musculus",-60.5_90.5_1936,-60.500000,90.500000,,,1936
17,,"Balaenoptera musculus",-60.5_89.5_1937,-60.500000,89.500000,,,1937
17,,"Balaenoptera musculus",-60.5_75.5_1938,-60.500000,75.500000,,,1938
17,,"Balaenoptera musculus",-61.5_69.5_1938,-61.500000,69.500000,,,1938
17,,"Balaenoptera musculus",-59.5_71.5_1938,-59.500000,71.500000,,,1938
17,,"Balaenoptera musculus",-62.5_97.5_1939,-62.500000,97.500000,,,1939
17,,"Balaenoptera musculus",-62.5_99.5_1939,-62.500000,99.500000,,,1939
17,,"Balaenoptera musculus",-60.5_87.5_1939,-60.500000,87.500000,,,1939
17,,"Balaenoptera musculus",-63.5_87.5_1939,-63.500000,87.500000,,,1939
17,,"Balaenoptera musculus",-61.5_104.5_1939,-61.500000,104.500000,,,1939
17,,"Balaenoptera musculus",-57.5_83.5_1947,-57.500000,83.500000,,,1947
17,,"Balaenoptera musculus",-62.5_88.5_1947,-62.500000,88.500000,,,1947
17,,"Balaenoptera musculus",-62.5_102.5_1948,-62.500000,102.500000,,,1948
17,,"Balaenoptera musculus",-61.5_93.5_1949,-61.500000,93.500000,,,1949
17,,"Balaenoptera musculus",-62.5_85.5_1950,-62.500000,85.500000,,,1950
17,,"Balaenoptera musculus",-61.5_89.5_1951,-61.500000,89.500000,,,1951
17,,"Balaenoptera musculus",-62.5_80.5_1951,-62.500000,80.500000,,,1951
17,,"Balaenoptera musculus",-63.5_77.5_1954,-63.500000,77.500000,,,1954
17,,"Balaenoptera musculus",-61.5_89.5_1954,-61.500000,89.500000,,,1954
17,,"Balaenoptera musculus",-62.5_86.5_1955,-62.500000,86.500000,,,1955
17,,"Balaenoptera musculus",-65.5_65.5_1958,-65.500000,65.500000,,,1958
17,,"Balaenoptera musculus",-62.5_97.5_1958,-62.500000,97.500000,,,1958
18,,"Balaenoptera musculus",-62.5_77.5_1934,-62.500000,77.500000,,,1934
18,,"Balaenoptera musculus",-63.5_93.5_1934,-63.500000,93.500000,,,1934
18,,"Balaenoptera musculus",-59.5_55.5_1934,-59.500000,55.500000,,,1934
18,,"Balaenoptera musculus",-62.5_55.5_1934,-62.500000,55.500000,,,1934
18,,"Balaenoptera musculus",-64.5_62.5_1935,-64.500000,62.500000,,,1935
18,,"Balaenoptera musculus",-64.5_82.5_1935,-64.500000,82.500000,,,1935
18,,"Balaenoptera musculus",-61.5_101.5_1935,-61.500000,101.500000,,,1935
18,,"Balaenoptera musculus",-57.5_103.5_1935,-57.500000,103.500000,,,1935
18,,"Balaenoptera musculus",-64.5_79.5_1935,-64.500000,79.500000,,,1935
18,,"Balaenoptera musculus",-63.5_69.5_1935,-63.500000,69.500000,,,1935
18,,"Balaenoptera musculus",-60.5_92.5_1935,-60.500000,92.500000,,,1935
18,,"Balaenoptera musculus",-64.5_55.5_1935,-64.500000,55.500000,,,1935
18,,"Balaenoptera musculus",-64.5_82.5_1936,-64.500000,82.500000,,,1936
18,,"Balaenoptera musculus",-57.5_86.5_1936,-57.500000,86.500000,,,1936
18,,"Balaenoptera musculus",-62.5_99.5_1937,-62.500000,99.500000,,,1937
18,,"Balaenoptera musculus",-63.5_80.5_1937,-63.500000,80.500000,,,1937
18,,"Balaenoptera musculus",-63.5_84.5_1937,-63.500000,84.500000,,,1937
18,,"Balaenoptera musculus",-63.5_90.5_1937,-63.500000,90.500000,,,1937
18,,"Balaenoptera musculus",-62.5_87.5_1937,-62.500000,87.500000,,,1937
18,,"Balaenoptera musculus",-61.5_99.5_1937,-61.500000,99.500000,,,1937
18,,"Balaenoptera musculus",-60.5_79.5_1938,-60.500000,79.500000,,,1938
18,,"Balaenoptera musculus",-58.5_88.5_1938,-58.500000,88.500000,,,1938
18,,"Balaenoptera musculus",-60.5_74.5_1938,-60.500000,74.500000,,,1938
18,,"Balaenoptera musculus",-61.5_102.5_1938,-61.500000,102.500000,,,1938
18,,"Balaenoptera musculus",-61.5_85.5_1947,-61.500000,85.500000,,,1947
18,,"Balaenoptera musculus",-61.5_87.5_1948,-61.500000,87.500000,,,1948
18,,"Balaenoptera musculus",-61.5_97.5_1949,-61.500000,97.500000,,,1949
18,,"Balaenoptera musculus",-64.5_87.5_1949,-64.500000,87.500000,,,1949
18,,"Balaenoptera musculus",-60.5_85.5_1950,-60.500000,85.500000,,,1950
18,,"Balaenoptera musculus",-61.5_83.5_1950,-61.500000,83.500000,,,1950
18,,"Balaenoptera musculus",-60.5_85.5_1951,-60.500000,85.500000,,,1951
18,,"Balaenoptera musculus",-64.5_78.5_1951,-64.500000,78.500000,,,1951
18,,"Balaenoptera musculus",-64.5_90.5_1952,-64.500000,90.500000,,,1952
18,,"Balaenoptera musculus",-61.5_71.5_1953,-61.500000,71.500000,,,1953
18,,"Balaenoptera musculus",-62.5_94.5_1953,-62.500000,94.500000,,,1953
18,,"Balaenoptera musculus",-63.5_76.5_1954,-63.500000,76.500000,,,1954
18,,"Balaenoptera musculus",-63.5_81.5_1957,-63.500000,81.500000,,,1957
19,,"Balaenoptera musculus",-60.5_56.5_1933,-60.500000,56.500000,,,1933
19,,"Balaenoptera musculus",-58.5_55.5_1934,-58.500000,55.500000,,,1934
19,,"Balaenoptera musculus",-62.5_81.5_1935,-62.500000,81.500000,,,1935
19,,"Balaenoptera musculus",-60.5_68.5_1935,-60.500000,68.500000,,,1935
19,,"Balaenoptera musculus",-60.5_85.5_1935,-60.500000,85.500000,,,1935
19,,"Balaenoptera musculus",-58.5_56.5_1935,-58.500000,56.500000,,,1935
19,,"Balaenoptera musculus",-63.5_79.5_1935,-63.500000,79.500000,,,1935
19,,"Balaenoptera musculus",-59.5_92.5_1935,-59.500000,92.500000,,,1935
19,,"Balaenoptera musculus",-63.5_105.5_1936,-63.500000,105.500000,,,1936
19,,"Balaenoptera musculus",-61.5_86.5_1936,-61.500000,86.500000,,,1936
19,,"Balaenoptera musculus",-57.5_85.5_1938,-57.500000,85.500000,,,1938
19,,"Balaenoptera musculus",-62.5_96.5_1939,-62.500000,96.500000,,,1939
19,,"Balaenoptera musculus",-62.5_93.5_1939,-62.500000,93.500000,,,1939
19,,"Balaenoptera musculus",-57.5_100.5_1939,-57.500000,100.500000,,,1939
19,,"Balaenoptera musculus",-58.5_82.5_1947,-58.500000,82.500000,,,1947
19,,"Balaenoptera musculus",-58.5_93.5_1947,-58.500000,93.500000,,,1947
19,,"Balaenoptera musculus",-62.5_85.5_1947,-62.500000,85.500000,,,1947
19,,"Balaenoptera musculus",-63.5_74.5_1947,-63.500000,74.500000,,,1947
19,,"Balaenoptera musculus",-63.5_103.5_1947,-63.500000,103.500000,,,1947
19,,"Balaenoptera musculus",-61.5_88.5_1948,-61.500000,88.500000,,,1948
19,,"Balaenoptera musculus",-61.5_85.5_1950,-61.500000,85.500000,,,1950
19,,"Balaenoptera musculus",-59.5_85.5_1951,-59.500000,85.500000,,,1951
19,,"Balaenoptera musculus",-63.5_87.5_1955,-63.500000,87.500000,,,1955
19,,"Balaenoptera musculus",-63.5_82.5_1956,-63.500000,82.500000,,,1956
20,,"Balaenoptera musculus",-60.5_82.5_1933,-60.500000,82.500000,,,1933
20,,"Balaenoptera musculus",-61.5_86.5_1933,-61.500000,86.500000,,,1933
20,,"Balaenoptera musculus",-58.5_67.5_1934,-58.500000,67.500000,,,1934
20,,"Balaenoptera musculus",-59.5_85.5_1934,-59.500000,85.500000,,,1934
20,,"Balaenoptera musculus",-64.5_86.5_1934,-64.500000,86.500000,,,1934
20,,"Balaenoptera musculus",-60.5_72.5_1934,-60.500000,72.500000,,,1934
20,,"Balaenoptera musculus",-61.5_103.5_1934,-61.500000,103.500000,,,1934
20,,"Balaenoptera musculus",-58.5_100.5_1935,-58.500000,100.500000,,,1935
20,,"Balaenoptera musculus",-58.5_96.5_1935,-58.500000,96.500000,,,1935
20,,"Balaenoptera musculus",-63.5_85.5_1935,-63.500000,85.500000,,,1935
20,,"Balaenoptera musculus",-65.5_60.5_1935,-65.500000,60.500000,,,1935
20,,"Balaenoptera musculus",-58.5_95.5_1935,-58.500000,95.500000,,,1935
20,,"Balaenoptera musculus",-57.5_76.5_1936,-57.500000,76.500000,,,1936
20,,"Balaenoptera musculus",-59.5_92.5_1937,-59.500000,92.500000,,,1937
